"-1","1","9N001000000000001"
"-1","2","9N006000000000001"
"-1","3","9N011000000000001"
"-1","4","9N021000000000001"
"-1","5","9N016160100000001"
"-1","6","9N016160200000001"
"-1","7","9N016160300000001"
"-1","8","9N056000000000011"
"-1","9","9N056160400000049"
"-1","10","9N061000000000011"
"-1","11","9N061160800000049"
"-1","12","9N066000000000011"
"-1","13","9N066160800000049"
"-1","14","9A755000000000001"
"-1","15","9A752000000000001"
"-1","16","9A751000000000001"
"-1","17","9A765000000000001"
"-1","18","9A762000000000001"
"-1","19","9A761000000000001"
"-1","20","9N141000000000011"
"-1","21","3F015000002327101"
"-1","22","3F015000002327201"
"-1","23","3F015000002399901"
"-1","24","3F070000002327101"
"-1","25","3F070000002327201"
"-1","26","3F070000002399901"
"-1","27","3F077000002327101"
"-1","28","3F077000002327201"
"-1","29","3F077000002399901"
"-1","30","3B035000002327201"
"-1","31","3B035000002399901"
"-1","32","3B045000002327201"
"-1","33","3B045000002399901"
"-1","34","3B090000002327101"
"-1","35","3B090000002399901"
"-1","36","3D010000001926101"
"-1","37","3D010000002227101"
"-1","38","3D010000001927201"
"-1","39","3D010000001999901"
"-1","40","3D010129901926101"
"-1","41","3D010129902227101"
"-1","42","3D010129901927201"
"-1","43","3D010129901999901"
"-1","44","3D045000001906202"
"-1","45","3D045000001920402"
"-1","46","3D045000001927102"
"-1","47","3D045000001999902"
"-1","48","1A020000000191111"
"-1","49","1A020000000190111"
"-1","50","1A010000000191111"
"-1","51","1A010000000190111"
"-1","52","9N501000000000011"
"-1","53","9N506000000000011"
"-1","54","9N511000000000049"
"-1","55","9N516000000000049"
"-1","56","9N701000000000011"
"-1","57","9N701167000000049"
"-1","58","9N701167100000049"
"-1","59","9N706000000000011"
"-1","60","9N706167000000049"
"-1","61","9N706167100000049"
"-1","62","9N711000000000011"
"-1","63","9N711167000000049"
"-1","64","9N711167100000049"
"-1","65","9N716000000000011"
"-1","66","9N721000000000011"
"-1","67","9N726000000000011"
"-1","68","9N731000000000011"
"-1","69","9N736000000000011"
"-1","70","9N741000000000011"
"-1","71","9N746000000000011"
"-1","72","9N751000000000011"
"-1","73","9N756000000000011"
"-1","74","9N761000000000011"
"-1","75","9N766000000000011"
"-1","76","9N771000000000011"
"-1","77","9N776000000000011"
"-1","78","9N781000000000011"
"-1","79","9N786000000000011"
"-1","80","9N791000000000011"
"-1","81","9N796000000000011"
"-1","82","9N801000000000011"
"-1","83","9N806000000000011"
